id_ban_position,id_ban_adresse,cle_interop,id_ban_group,id_fantoir,numero,suffixe,nom_voie,code_postal,nom_commune,code_insee,nom_complementaire,x,y,lon,lat,typ_loc,source,date_der_maj
ban-position-4b7dc5279c2744e6bb4bb74f29f56204,ban-housenumber-ab877598b43848dcb281b3ccaac3374f,40141_0040_113,ban-group-3a9636e8a9b146e6a7485ecee7a1e7e3,401410040,113,,ROUTE DE CASSIET,40250,Lahosse,40141,,393848.582758476,6297503.76508665,-0.799214,43.710265,parcel,dgfip,2018-10-20
ban-position-55501c02aa414b1593476d0660103be6,ban-housenumber-fc733c8316e3499a862d508bca85e56e,40135_0021_48,ban-group-f66783b9e17b44419822e34f58ed2b22,401350021,48,,Chemin des Plantons,40420,Labrit,40135,,416314.786481299,6340291.74383222,-0.544624,44.104314,segment,ign,2018-10-20
ban-position-8b3b0dcc7c7047e29a5d33132a82412b,ban-housenumber-4e2eda5bdca749aa81044a1b69a4395f,40296_0159_238_t,ban-group-49e4b5b4e1d74625b12422ad81c74a01,402960159,238,T,Chemin de Martichot,40510,Seignosse,40296,,348501.924627562,6297586.29393045,-1.360934,43.689932,segment,ign,2018-10-20
ban-position-b3420a92772a4440a05b55301ae8b387,ban-housenumber-0c4fd606805f45899ac10c7ffe3a758c,40245_0064_1388,ban-group-bbc89c155ab64abd8825f282dffe4a12,402450064,1388,,Rue de la Grande-lande,40120,Roquefort,40245,,435104.11623496603,6332524.287596299,-0.306076,44.041804,parcel,dgfip,2018-10-20
ban-position-d21a0bc206bc47f386ba5868c80c9667,ban-housenumber-263e081fd52d4cc8a0306a9bc4466a4e,40065_5995_2121,ban-group-4d47c3f8696a46069871ae31efafcbaf,400655995,2121,,PLACE DE L HOTEL DE VILLE,40130,Capbreton,40065,,342544.680768065,6292414.56456206,-1.431093,43.640485999999996,parcel,dgfip,2018-10-20
ban-position-4d736d06cb294d0c80fdd55f5a3bd374,ban-housenumber-f4019d4f97da423dbd91c51ef442e2bd,40279_0590_651_x,ban-group-5e4279f5102147edbeda2aad1c94c649,402790590,651,X,BOULEVARD SAINT VINCENT DE PAUL,40990,Saint-Paul-lès-Dax,40279,,374232.26682713104,6300357.34656972,-1.044044,43.727148,parcel,dgfip,2018-10-20
ban-position-1c9cc2efa15b4b24a3bcedf30a84b4fb,ban-housenumber-5a50466244944d75a7bb64cfbc3b78d8,40217_1224_113,ban-group-8862cdd86b8d4e75a83adb1e76380989,402171224,113,,CHEMIN DU PIAOU,40160,Parentis-en-Born,40217,,373432.479908631,6368765.46329485,-1.097988,44.341635,entrance,ign,2018-10-20
ban-position-8d375a8149f743218a7438b336118219,ban-housenumber-09aeeec2bb984f2c97d606e6719e7b36,40088_1805_7,ban-group-ca1b7fc0d1b84be3ab7780cae2fc9d1a,400881805,7,,Rue des Salines,40100,Dax,40088,,373328.12491977704,6297283.17479828,-1.053291,43.699104999999996,parcel,dgfip,2018-10-20
ban-position-bf72e587da294c20af35b1a204652726,ban-housenumber-6274afb1ce1241419f5544afd3687b37,40046_1662_128,ban-group-9b7ea0787b254b14899575137fffa7b8,400461662,128,,Rue des Tchicoys,40600,Biscarrosse,40046,,368577.17740731896,6375035.590513901,-1.1629479999999999,44.395714,parcel,dgfip,2018-10-20
ban-position-294ede7e78cb4a37a5dbb55427e7383c,ban-housenumber-5f65ee6a692b4354b63cb8cc187cedb1,40085_0370_75,ban-group-fdb9b3df11f04f86bb7224db9fbf7d4b,400850370,75,,Route de Sabres,40210,Commensacq,40085,,394484.23464389297,6353129.12568108,-0.8247479999999999,44.210568,parcel,dgfip,2018-10-20
ban-position-efe68aae1b83467aa7eea9ca4538b95d,ban-housenumber-7fdec64e184642a28736a2310e7eaf0d,40187_A100_2,ban-group-5f48178c28f043fb9fc9d4185e56cf09,40187A100,2,,Résidence les Fougères,40660,Moliets-et-Maa,40187,,347865.014739477,6315165.76316052,-1.380908,43.847564,parcel,dgfip,2019-02-17
ban-position-c783498ad02f4da8a59785ae0b0821ff,ban-housenumber-42c52a55ad2b442d85d2f16011c1cd0f,40217_1150_296,ban-group-fd42036fab15413eb29b43a3e9f7c7a5,402171150,296,,CHEMIN DU MOULIN,40160,Parentis-en-Born,40217,,376146.886178198,6368622.60491832,-1.0638940000000001,44.341613,parcel,dgfip,2018-10-20
ban-position-e1d628c423ed4ed49c0ec127d3410b53,ban-housenumber-99d6102e071f4d1088c230cefc209075,40209_0300_0,ban-group-25c57a8ff5ee446a880d3567e422dfb5,402090300,0,,Chemin des Bambous,40440,Ondres,40209,,340959.76822296396,6283968.25623264,-1.444811,43.563808,segment,ign,2018-10-20
ban-position-5bfcee66efb34fdcae068667f36f3f80,ban-housenumber-925124e8b8934bcf89bf0adfbeb10230,40328_0087_11,ban-group-aefa7155b2e34326980336f3b7df55fc,403280087,11,,IMPASSE DES CHEVREUILS,40480,Vieux-Boucau-les-Bains,40328,,346401.113500894,6308175.20059786,-1.394248,43.784022,parcel,dgfip,2018-10-20
ban-position-f274f4d8888f46e1a9a04bd47d56b5c0,ban-housenumber-8d3ea14490ed4fc19f7cd605a7f112cd,40086_0030_531,ban-group-627a6592f41c4194935cfbda4a22026c,400860030,531,,CHEMIN DE CAMPAS,40500,Coudures,40086,,418871.670401724,6293498.54302388,-0.48691599999999996,43.684647999999996,segment,ign,2018-10-20
ban-position-e515c75486f143ad8cdc0eb26211d274,ban-housenumber-a76438272fef47f5a2472f82c0f8988f,40312_1445_5,ban-group-894d22180e974c34b3b7a896c3325ff9,403121445,5,,Impasse Lavignotte,40220,Tarnos,40312,,338222.991193862,6282239.59375024,-1.477407,43.546889,parcel,dgfip,2018-10-20
ban-position-b244958798c4413c822c35bf684b8105,ban-housenumber-09237d184f754cde8a6a5003bab707ec,40274_0110_150,ban-group-9fc62e7eef2247e8ad6de5952cf4471d,402740110,150,,CHEMIN DE LA GENEVRIERE,40090,Saint-Martin-d'Oney,40274,,408569.07893476204,6319745.08664311,-0.629479,43.91642,segment,ign,2018-10-20
ban-position-b9c5a5f87e41401bb18ae1900a4137a8,ban-housenumber-d859d453b9804c66892c33f94ad02530,40088_0290_5_bis,ban-group-bc53747a31e441839d622a641b118767,400880290,5,BIS,Rue de Borda,40100,Dax,40088,,373395.22927088704,6298460.76538759,-1.0532091963169399,43.7097183036472,segment,ign,2019-07-21
ban-position-44bb38bf3ea44f57a9078ff3f8f73ea3,ban-housenumber-ba788cfac4d84f7fb3c86a8e67ddc1a8,40290_0090_11,ban-group-7c50248aadf946c78103f516c69495df,402900090,11,,CHEMIN LASBORDES,40800,Sarron,40290,,437254.40440472,6281995.9300025,-0.253302287442972,43.5883005633451,segment,ign,2019-07-22
ban-position-e68b69a9e9704ab79006ff6bcfb7bb99,ban-housenumber-1fc456a2fa394223a84551bcfba1ba26,40197_0260_42,ban-group-291299d3abdb4b92b99028167917c9f5,401970260,42,,AVENUE NELSON GASTON,40110,Morcenx-la-Nouvelle,40197,Morcenx,386355.178102794,6333327.89960779,-0.9140729999999999,44.028977000000005,parcel,dgfip,2019-04-02
ban-position-cd6792f2dd4849888d882f60b9f66d51,ban-housenumber-9b38737a986049b38f714fec681056ba,40279_0896_2,ban-group-d3c8013b1a504b67a6008d30380253a5,402790896,2,,RUE DU 22 AOUT 1944,40990,Saint-Paul-lès-Dax,40279,,373693.383241401,6301433.88827017,-1.051407,43.736574,segment,ign,2018-10-20
ban-position-d89b488d16e546afa60e7add74e2791e,ban-housenumber-3f490c57e1c940f39137b7a3111315a7,40197_0254_26,ban-group-2ab130efe0f74357b6a27f3fbf58ca07,401970254,26,,Route de Garrosse,40110,Morcenx-la-Nouvelle,40197,Morcenx,385985.514989724,6333165.36090004,-0.9185780000000001,44.027351,entrance,ign,2019-04-02
ban-position-53d7c15a59fb44b487a2f6c2583b806c,ban-housenumber-82b35e5749e24e7491581275bc556205,40118_0104_3080,ban-group-fb41f11cfb8e42d59ca66c914233ea26,401180104,3080,,Route de Puyoo,40290,Habas,40118,,382767.46373236703,6279819.66727371,-0.925602,43.546462,parcel,dgfip,2018-10-20
ban-position-16c52a6ed8f245c2b9ba315496a7d8a9,ban-housenumber-0edfd844a2ae431f909c8f07b3dac889,40025_0085_291,ban-group-fe7ea6ad04ee4dd4b30e1602231672ec,400250085,291,,CHEMIN DE BILAY,40090,Bascons,40025,,426259.32591257704,6308665.55408536,-0.403503,43.823899,parcel,dgfip,2018-10-20
ban-position-35d9d23594234656960628f7fb572390,ban-housenumber-addf9861553f4a1fa315458c8823b80f,40184_0166_10,ban-group-72ec1b67cfa44159a3e4708e3eccd075,401840166,10,,RUE DU BARESQUIT,40200,Mimizan,40184,,357613.867533886,6355386.61814041,-1.2870030000000001,44.213822,parcel,dgfip,2019-02-02
ban-position-9237ee0217144c27aa98257f35a106df,ban-housenumber-1fe801878085417c8558dc9f653adce4,40279_0212_17,ban-group-9ba70a4fe9604bf58b234b622f641660,402790212,17,,RUE DU GAL DE LARMINAT,40990,Saint-Paul-lès-Dax,40279,,373980.22186184104,6300490.45035388,-1.047252,43.728228,entrance,ign,2018-10-20
ban-position-3431b3a1ad5b4f65b6ff73e22408abb2,ban-housenumber-bac4b665016747a4bacd3c4448af71b9,40088_1370_26,ban-group-2dd85fd87754483bbf3b36034a983504,400881370,26,,Route de Montfort,40100,Dax,40088,,374747.410674196,6297921.59224957,-1.036116,43.705496000000004,parcel,dgfip,2018-10-20
ban-position-da64e4a1cf8e40459c84620273d904a1,ban-housenumber-5a8fa435ab6f4c68a6f4019c5cc28f34,40184_1170_14,ban-group-29f37c68ac404df0b146d924ae326b9a,401841170,14,,Rue des Motteux,40200,Mimizan,40184,,356882.52981762297,6354620.96372413,-1.295621,44.206583,parcel,dgfip,2018-10-20
ban-position-00b7f651822746cd8a6a0f5e2a4fdef5,ban-housenumber-2b3b863d363a4fe38a104c44eb221c5f,40313_0123_311,ban-group-7a9f8643eba84ce5abb7ea0f24909171,403130123,311,,Route de la Taouziole,40400,Tartas,40313,,395286.17862938705,6309457.245098,-0.788513,43.818327000000004,parcel,dgfip,2018-10-20
ban-position-3214ccb04cd04352a5f4e291a004f07a,ban-housenumber-460f5d1c03f84f65a6a7c4755ce00199,40249_0060_63,ban-group-1566cdaba8af436c84657a60293e2928,402490060,63,,Route de Cassare,40250,Saint-Aubin,40249,,402008.884629212,6297149.01530236,-0.697892,43.710561,entrance,ign,2018-10-20
ban-position-9e126915d2274ca18bd3741a1366e8d4,ban-housenumber-a0c082e0042049468be62a9f0b0a0656,40046_0283_238,ban-group-775047c537c347caba405844894402e8,400460283,238,,Allée des Capucines,40600,Biscarrosse,40046,,368589.41817728104,6375977.8484406,-1.163418,44.40419,parcel,dgfip,2018-10-20
ban-position-c96b52de01f24d539e947ce754782b94,ban-housenumber-75a9ab2a5f4347698c1be8d8cbce0f92,40310_2110_36,ban-group-ad4d76bb00634015990b958086e8074c,403102110,36,,AV DU MAL DE LATTRE DE TASSIGNY,40140,Soustons,40310,,351217.722175078,6304019.93706726,-1.331682,43.749081,segment,ign,2018-10-20
ban-position-0f05eebd8e264dddb399d2b90a37d16b,ban-housenumber-1c99730d688746c5b5d6e16a24992be5,40281_0384_94,ban-group-ad00722e123646c19fba3fe076634b03,402810384,94,,Rue Félix Mayol,40280,Saint-Pierre-du-Mont,40281,,416757.236366793,6316192.37054501,-0.525667,43.887817999999996,entrance,ign,2018-10-20
ban-position-dc2823b5ed374b12951e081a8281e67b,ban-housenumber-9bbbfa882ad74952b24fe65957c39596,40065_0945_2,ban-group-ebb3a70279e34917a53fc19ffa248e9d,400650945,2,,Rue Castagnet,40130,Capbreton,40065,,342017.914956619,6293476.04572147,-1.438348,43.649756,entrance,ign,2018-10-20
ban-position-08bcc57be9114624afe62aa52150ecc2,ban-housenumber-b2e9c51f156d4049906718f0499d15a6,40224_0580_1006,ban-group-4bcc69309df4472280e01d7ddc5fb627,402240580,1006,,Avenue du Colonel Paul Lartigue,40300,Peyrehorade,40224,,367044.994952089,6281237.18606149,-1.12073,43.551995,entrance,ign,2018-10-20
ban-position-23a91f6e1a7f43cbabba741c1f2bbc3d,ban-housenumber-77036da3e111471fb688d2c1cf7afcfc,40310_1321_1480,ban-group-d43849996fac4164860535b9dd131b03,403101321,1480,,ROUTE D AZUR,40140,Soustons,40310,,353720.230974615,6306302.64502038,-1.302207,43.770821999999995,entrance,ign,2018-10-20
ban-position-3862b965dbac408a980fcc586b803a4e,ban-housenumber-89b3eaae7e4441ee853631ccb4136a47,40018_A001_95,ban-group-f506fdbc477742b38d2222ff3a1397ca,40018A001,95,,Lotissement du Bourg,40400,Audon,40018,,391922.9674822,6307088.88560415,-0.828836,43.79558,segment,ign,2018-10-20
ban-position-0192a190894b40689fa8e64bf8f8bf3c,ban-housenumber-d201e6ab84ae4b5fa70a461ed9f1e432,40184_1660_3,ban-group-ba3f4ade735842d093046d4a03159977,401841660,3,,Rue des Tamaris,40200,Mimizan,40184,,357181.435660048,6354828.00101106,-1.292027,44.20859,parcel,dgfip,2018-10-20
ban-position-07d301c1dab74d06a13b7544a483fb3b,ban-housenumber-70d662d37eb24b6184a6731d1269aa87,40264_0398_207,ban-group-46751eaf5f274094ba630f0e5e2725c2,402640398,207,,Route de la Plaine,40230,Saint-Jean-de-Marsacq,40264,,356412.55132351705,6290246.64540441,-1.258076,43.627871,parcel,dgfip,2018-10-20
ban-position-3398aff688b94d87acc2345d66b90096,ban-housenumber-3d97db99a65843fa864ecc740bb5bf34,40120_0019_35,ban-group-25cf804cd3dd4743bac96f1acff0edf3,401200019,35,,Porte de la Bastide,40300,Hastingues,40120,,364619.520504988,6279387.01257407,-1.149491,43.534228999999996,parcel,dgfip,2018-10-20
ban-position-ec38c04c98f54a71aedf56b08e4a676e,ban-housenumber-a81c40b20764464d8bc8d2466fa3df93,,ban-group-a823500e6a5f41fabc9e2183da0256e3,,2,,ENCLOS DE LA PISNAILLE,40700,Doazit,40089,,406223.465940862,6294918.89588523,-0.644389992801114,43.692278033738496,segment,ign,2019-07-21
ban-position-fa6ecaaf7a56488bb524f26d9dc593ba,ban-housenumber-0b1bf71871fa422b983fb587ebd59f63,40215_B030_112,ban-group-0e3b72e3dc3e4b8fbc3cfdcfa420ce50,40215B030,112,,Larrivière,40110,Ousse-Suzan,40215,,397966.64168423397,6325165.02880585,-0.764541,43.960678,parcel,dgfip,2019-02-17
ban-position-5e77e47d3e064ed5b3d2affeed8e2ed9,ban-housenumber-e8b099d5afa94698af5672b3576dc8dd,40184_1390_4,ban-group-e9f41d6474df40089b22bbe5de34f23b,401841390,4,,Rue des Piverts,40200,Mimizan,40184,,361979.596049432,6355349.03185534,-1.23242,44.215603,parcel,dgfip,2018-10-20
ban-position-84ff35385e8e467bbdbc2428efbf8ac5,ban-housenumber-48b274aa00f849019dbac00d1ca590dc,40046_0360_606,ban-group-988d69e3d0884d15a9f438c2a7f597ac,400460360,606,,Allée des Chênes,40600,Biscarrosse,40046,,368681.626616198,6376529.86811482,-1.162627,44.409196,entrance,ign,2018-10-20
ban-position-9f5fd3fbe228442c96729e980c24f074,ban-housenumber-080e21f16a3045b09dd821694a5d1cad,40192_0830_6,ban-group-1fc803a4862f48f6998c815a4b22783f,401920830,6,,Rue de la Fraternité,40000,Mont-de-Marsan,40192,,418537.226018123,6316986.3490098,-0.5039779999999999,43.895669,parcel,dgfip,2018-10-20
ban-position-84ddf3bf360641579ce0006acecffaa8,ban-housenumber-685e9e7beb5b4f8999bf79663d8f0a89,40279_0212_10,ban-group-9ba70a4fe9604bf58b234b622f641660,402790212,10,,RUE DU GAL DE LARMINAT,40990,Saint-Paul-lès-Dax,40279,,373938.416946296,6300328.35031758,-1.047667,43.726752000000005,parcel,dgfip,2018-10-20
ban-position-a8a92e627b6641699c8cb6bad486ef47,ban-housenumber-a8b1980027594910aad7a21f3e8608d0,40331_0003_473,ban-group-890f3851698c442ca5edc0c76cd36f24,403310003,473,,Avenue d'Aquitaine,40190,Villeneuve-de-Marsan,40331,,434290.689617356,6316543.88609735,-0.307866,43.897804,parcel,dgfip,2018-10-20
ban-position-35eae5a0768a4bd4947a33d55920ad1a,ban-housenumber-3e2abf14931d416a9c6326264c627e16,40104_B063_11,ban-group-1dc016a7ef624cb4ad360786bad2ca4a,40104B063,11,,GUILHEMANE,40380,Gamarde-les-Bains,40104,,389782.50323365204,6299751.110025,-0.850952,43.728691999999995,parcel,dgfip,2018-10-20
ban-position-96625cf427e943e888d2cfa3f12bdc3d,ban-housenumber-59fb96ee14a6471f9c2c87fd7a68ebe1,40084_0115_981,ban-group-eb1c5e70331841a28434c6cdc24593b4,400840115,981,,Route du Luy,40180,Clermont,40084,,384721.125543561,6292165.88552478,-0.9090229999999999,43.658284,parcel,dgfip,2018-10-20
ban-position-b9e28d941fd04637a957412f60b62535,ban-housenumber-5d7d7f8f8ae04291a848f7bd2a416f61,40155_0430_9,ban-group-b9b6162d09b0466e942b6a5a691642eb,401550430,9,,Rue des Tourterelles,40260,Linxe,40155,,358651.965898416,6323611.31723151,-1.252624,43.928759,entrance,ign,2018-10-20
ban-position-f8a161e65517494aab257cbf6421094b,ban-housenumber-dfe1f0f8747e4501b1a4295f10056a77,40075_0048_48,ban-group-cf9195df9c1e487eb88f19c772e5ebfd,400750048,48,,IMPASSE DE BECUTS,40260,Castets,40075,,366749.003608935,6318102.22351547,-1.148334,43.883125,entrance,ign,2018-10-20
ban-position-86f76236d69242cda86b468c7746693e,ban-housenumber-25784a294b1443c6a4309e9f4b4683ff,40202_0335_1,ban-group-79b58c9cf0194c0089a06485461b8a6c,402020335,1,,Rue Louis Jouvet,40180,Narrosse,40202,,375616.94025686,6297321.00467896,-1.024965,43.700497999999996,parcel,dgfip,2018-10-20
ban-position-6be22cdbeec24bf2bb9a050962601ece,ban-housenumber-ec7d00e6629f4f52bdc30c91aba18ce7,40192_2360_9,ban-group-113a79f172604dc8ab520d091f07b59a,401922360,9,,Rue Vincent Tamon,40000,Mont-de-Marsan,40192,,417710.160399779,6316186.68306437,-0.513818,43.888149,parcel,dgfip,2018-10-20
ban-position-061c1079da824467a4ede6b68ff6378e,ban-housenumber-b761f7ffd2c84f58b1acc337dda6babe,40192_0827_16,ban-group-1b8aedef16f24353899423599f6ad7e5,401920827,16,,Allée Francois Vives,40000,Mont-de-Marsan,40192,,420295.195161535,6312770.94758252,-0.47981,43.858470000000004,entrance,ign,2018-10-20
ban-position-4b660ad7c89d4a67b231ef3dfb1aa481,ban-housenumber-3453b19ea7054d1ea6df490887f17b92,40088_0847_18,ban-group-d6e1a39b3cac4f889b9e5c866ee6e01a,400880847,18,,Rue du Général Leclerc,40100,Dax,40088,,371785.033100316,6297459.01113307,-1.072516,43.699971000000005,parcel,dgfip,2018-10-20
ban-position-6f4cb048a04d4ee7b71abb562ff08fe5,ban-housenumber-2d38f5f78d484ff6848ce9970488dcb0,40117_1220_893,ban-group-d0dd145cde2844fbbc504e0a7c968369,401171220,893,,Avenue de Villeneuve,40270,Grenade-sur-l'Adour,40117,,424811.665965249,6304006.23077207,-0.41897299999999993,43.781447,parcel,dgfip,2018-10-20
ban-position-460129c589a0452ea9dcbd9e5bc70471,ban-housenumber-dc6347c4a7a041669804a97f9265c806,40304_0025_439,ban-group-254bba7eef39430bb948c95a0140d34c,403040025,439,,Avenue des Artisans,40150,Soorts-Hossegor,40304,,346285.691167987,6295717.60598939,-1.3870870000000002,43.672039,parcel,dgfip,2018-10-20
ban-position-380649990fc5498c94e731f2ff75528d,ban-housenumber-7b57350d94c7436487fbaa1d3cd70c62,40279_0287_128,ban-group-73b2e7f3853245f4862b2886306836b9,402790287,128,,RUE DE LABOUYRIE,40990,Saint-Paul-lès-Dax,40279,,371053.47005259,6300646.94464036,-1.083621,43.728279,entrance,ign,2018-10-20
ban-position-6c3b9ea00a0b4700a7ee7d8f74f16422,ban-housenumber-f16585ca49e1456784a9be74f210ef93,40025_0220_285,ban-group-fde93ec8853d44e19f4965bdf93f46df,400250220,285,,CHEMIN LASBOUERES,40090,Bascons,40025,,425132.097407557,6308452.21757779,-0.417386,43.821543,parcel,dgfip,2018-10-20
ban-position-58550d7a14db4fd9b4c774b9c4c5f9e3,ban-housenumber-5e9a7fc9cae6481e91a202506d5d709c,40002_0035_135,ban-group-e116b981426343e5b839ab08eaf22cf6,400020035,135,,Chemin de Chabrague,40330,Amou,40002,,399792.791848901,6285719.10609784,-0.718677,43.606891999999995,parcel,dgfip,2018-10-20
ban-position-cfd21852e9ab4a5eaf0785a5108c2a9a,ban-housenumber-d19072ca193349fd8345eb6fac8b9cc5,40046_0493_247,ban-group-d594b70f5cbf429da21836c5bf6d682e,400460493,247,,Chemin du Crastail,40600,Biscarrosse,40046,,369863.45801461604,6375958.01809722,-1.147429,44.404615,parcel,dgfip,2018-10-20
ban-position-5a2be1defa1f4c70a2ef78bdbec87866,ban-housenumber-0f2331bc79ff4d0699593432c8e842c6,40006_0026_66,ban-group-2453fa2e3b094fd6b8531e7e9baa67f2,400060026,66,,ROUTE DE MONT DE MARSAN,40110,Arengosse,40006,,396184.02157945797,6330194.67480315,-0.789732,44.005125,entrance,ign,2018-10-20
ban-position-cef042108aa0498aaae83a19d65b76a5,ban-housenumber-c54799e5a0104b3cb0efe222ed8e75ce,40192_2345_1384,ban-group-8b4ddbf0eade407b81f3dc89063ce86d,401922345,1384,,Avenue du Vignau,40000,Mont-de-Marsan,40192,,421828.633044235,6314669.79743579,-0.461792,43.876148,parcel,dgfip,2018-10-20
ban-position-3e33d7c65ceb480283f9759c463da487,ban-housenumber-fd140e78e84a4cbaa0f2b387b7b9aa7b,40210_0275_138,ban-group-c408aa4db9574a1d83fe84727485c7aa,402100275,138,,CHEMIN DE L USINE,40110,Onesse-Laharie,40210,,374117.999475543,6336955.0235275,-1.06885,44.056015,entrance,ign,2018-10-20
ban-position-6c1feb28a0524917934d57e7c746e2df,ban-housenumber-f07a1cb06e4541b68accc96f3f7af31d,40002_0017_649,ban-group-1995151ed82a42e788ec92a5d953cb99,400020017,649,,Chemin de Barragne,40330,Amou,40002,,397375.103536332,6282602.896436799,-0.74675,43.577857,parcel,dgfip,2018-10-20
ban-position-a1e4cc5e0177465aaf8b180f347ddbb7,ban-housenumber-c1817e34f4cf4db2bc5b2f4958067f7c,40119_0680_63,ban-group-0b9947ec132b440b9d592cf4b5c23471,401190680,63,,CHEMIN DE GUICHOT,40700,Hagetmau,40119,,409399.233004138,6288361.37533672,-0.601341,43.634646000000004,segment,ign,2018-10-20
ban-position-052b9b98dd69491eab196f205f79c6c6,ban-housenumber-884a2031a20f4732a0365782d0a06540,40116_0080_210,ban-group-10019afd694247268af3e15c4c3bf4bb,401160080,210,,Route de la Pachère,40400,Gouts,40116,,393960.296443345,6306087.39961988,-0.802956,43.787464,segment,ign,2018-10-20
ban-position-da25bc10dc344f6b90ed8e20e2145240,ban-housenumber-f434a54469064fa788be9aeedd09a254,40134_1040_191,ban-group-fbe960f7c1b74eb98161461132828c36,401341040,191,,Rue du Pin Franc,40210,Labouheyre,40134,,387375.300012633,6353026.4679050995,-0.913537,44.206511,parcel,dgfip,2018-10-20
ban-position-b9f906c9000b4d68aefc2cde767af0d7,ban-housenumber-f62bbeae69f145b98a58a2d2a8f1e83d,40194_0044_26,ban-group-61c9384938fd4802816f75642f33b8da,401940044,26,,CHEMIN DE L EGLISE,40380,Montfort-en-Chalosse,40194,,390522.67658360896,6297355.47074406,-0.840333,43.707485,entrance,ign,2018-10-20
ban-position-f5f9a7cf25d74865919d7391273052d4,ban-housenumber-e491ded1afe04997a2ce4d910911b131,40296_0012_4_c,ban-group-8bc0ce7538954e93913b1f2e5d9d5f7c,402960012,4,C,Avenue des Baïnes,40510,Seignosse,40296,,343156.434183217,6298542.96422956,-1.42778092082278,43.69585155562471,segment,ign,2019-07-22
ban-position-84a4f3ce652c400bb67ec14dfaa9f154,ban-housenumber-c6289fd66d7c4aa2b6d52fb67a2198c5,40192_0785_840,ban-group-624bac97ebcb4188a87530ab81aae304,401920785,840,,RUE DE LA FERME DU CARBOUE,40000,Mont-de-Marsan,40192,,421678.489440628,6317513.21897878,-0.46521,43.901653,parcel,dgfip,2018-10-20
ban-position-5a2779eab35f4547a2e1104f0954bbb4,ban-housenumber-88d1dcb33adc47ac94a3a048be2d26bc,40202_0490_5,ban-group-09d8278ff9e443cf8eb1c086396512a9,402020490,5,,ROUTE DE LA PLANTATION,40180,Narrosse,40202,,377143.67778141797,6297634.65536106,-1.006251,43.704015000000005,entrance,ign,2018-10-20
ban-position-7d97ea98665b4c0c94e50e14abc626f3,ban-housenumber-bfcf669de9714611bc0da202a31f28e8,40227_0420_5002_f,ban-group-9c2eba1489c441ddb311531b08d3d3c1,402270420,5002,F,Route des Lacs,40410,Pissos,40227,,398102.400508055,6363996.35421562,-0.78604,44.309841,segment,ign,2018-10-20
ban-position-bce090fb908543d392d71789d1e8c1c0,ban-housenumber-0fc010d66b8441a59ae634b559f6249b,40284_0083_1,ban-group-49c2c896ef95492a9547496d867236e4,402840083,1,,Impasse du Cutiot,40230,Saint-Vincent-de-Tyrosse,40284,,354921.18274987704,6295261.90966296,-1.279888,43.672207,parcel,dgfip,2018-10-20
ban-position-dffe5af6464b40299230f51e39b9565b,ban-housenumber-b89a87e8263d411da6e16ff172beb15b,40155_0270_8,ban-group-7245e88010004c0db547cc9c5614cd37,401550270,8,,Rue des Mésanges,40260,Linxe,40155,,358546.71444003604,6323653.49132529,-1.253961,43.929087,entrance,ign,2018-10-20
ban-position-32d1965078ce4fc1b8b6fa236a4f36ba,ban-housenumber-6e90c6557ffd4f6fb6e378c5c5e030c9,40312_1030_33,ban-group-05d7da44e6df4ccba2fa495e4eaa84d2,403121030,33,,Avenue du Dauphin,40220,Tarnos,40312,,338919.466633094,6281455.23608556,-1.468257,43.540198,entrance,ign,2019-01-30
ban-position-fde76ab0ca3a4a5d9f870a6c4f7d8a68,ban-housenumber-84a011e9ed2a4c38aef2aef1629a976e,40049_0150_795,ban-group-6c93530daf5743a2bb7588d2303c35f8,400490150,795,,Avenue de l'Océan,40270,Bordères-et-Lamensans,40049,,428256.304536962,6302885.56212107,-0.375634,43.772705,parcel,dgfip,2018-10-20
ban-position-a8e364a8c12644338da4dbca51d752ba,ban-housenumber-99a183976ab94734b8eea876079cc118,40232_0070_632,ban-group-2d7f650d8f564d82b399bdf3aa660adf,402320070,632,,Chemin de Garros,40700,Poudenx,40232,,409791.926092691,6282641.98683336,-0.593258,43.583399,parcel,dgfip,2018-10-20
ban-position-cc2fa5a8b34142478551b022beea4dc2,ban-housenumber-0ce1e7d3ba744839a9d8e5f43af5d6f6,40163_0049_276,ban-group-8bae8a53066c4de18f8457e2d8d2c68b,401630049,276,,Route du Born,40210,Lüe,40163,,381464.81411616603,6356153.83772558,-0.9893780000000001,44.231964000000005,parcel,dgfip,2018-10-20
ban-position-8e6e7c2af33e45d18c5f5a62d4cc790a,ban-housenumber-926f41a4521e4fb391ff61e49d039d66,40238_0430_90,ban-group-93fee74002ca454087d6ef7936e210f1,402380430,90,,CHEMIN DU VILLAGE,40190,Pujo-le-Plan,40238,,431614.275723227,6313134.98360352,-0.339352,43.86614,parcel,dgfip,2018-10-20
ban-position-2a737d0b882d4518a29a3e69ed50173d,ban-housenumber-d9e754103dec4701983ae04aef3f9636,40134_1230_202,ban-group-cdad6204ff664a7e89246693c9b3c979,401341230,202,,ROUTE DE SOLFERINO,40210,Labouheyre,40134,,387315.19221856,6353658.26845369,-0.9146799999999999,44.212164,parcel,dgfip,2018-10-20
