id;id_fantoir;numero;rep;nom_voie;code_postal;code_insee;nom_commune;code_insee_ancienne_commune;nom_ancienne_commune;x;y;lon;lat;alias;nom_ld;libelle_acheminement;nom_afnor;source_position;source_nom_voie
01121_0030_00017;01121_0030;17;;Chemin de la Fin;01110;01121;Corlier;;;893185.33;6550990.72;5.497993;46.031165;;;CORLIER;CHEMIN DE LA FIN;inconnue;inconnue
01121_0050_00022;01121_0050;22;;Chemin du Plagnon;01110;01121;Corlier;;;893362.77;6551013.23;5.500295;46.031317;;;CORLIER;CHEMIN DU PLAGNON;inconnue;inconnue
01121_0050_00071;01121_0050;71;;Chemin du Plagnon;01110;01121;Corlier;;;893334.49;6551050.67;5.499945;46.031662;;;CORLIER;CHEMIN DU PLAGNON;inconnue;inconnue
01121_0015_00011;01121_0015;11;;Chemin de Très-courtioux;01110;01121;Corlier;;;893550.78;6550979.96;5.502711;46.030964;;;CORLIER;CHEMIN DE TRES COURTIOUX;cadastre;cadastre
01121_0015_00067;01121_0015;67;;Chemin de Très-courtioux;01110;01121;Corlier;;;893583.83;6550962.86;5.503131;46.030801;;;CORLIER;CHEMIN DE TRES COURTIOUX;cadastre;cadastre
01121_0005_00043;01121_0005;43;;Chemin du Petit Bret;01110;01121;Corlier;;;893393.75;6550764.74;5.500594;46.029072;;;CORLIER;CHEMIN DU PETIT BRET;cadastre;cadastre
01121_0005_00058;01121_0005;58;;Chemin du Petit Bret;01110;01121;Corlier;;;893387.98;6550758.1;5.500516;46.029013;;;CORLIER;CHEMIN DU PETIT BRET;cadastre;cadastre
01121_0005_00090;01121_0005;90;;Chemin du Petit Bret;01110;01121;Corlier;;;893405.37;6550746.18;5.500736;46.028901;;;CORLIER;CHEMIN DU PETIT BRET;cadastre;cadastre
01121_0005_00096;01121_0005;96;;Chemin du Petit Bret;01110;01121;Corlier;;;893412.06;6550750.4;5.500824;46.028937;;;CORLIER;CHEMIN DU PETIT BRET;cadastre;cadastre
01121_0005_00102;01121_0005;102;;Chemin du Petit Bret;01110;01121;Corlier;;;893424.4;6550731.27;5.500976;46.028762;;;CORLIER;CHEMIN DU PETIT BRET;cadastre;cadastre
01121_0005_00110;01121_0005;110;;Chemin du Petit Bret;01110;01121;Corlier;;;893424.43;6550729.14;5.500976;46.028742;;;CORLIER;CHEMIN DU PETIT BRET;cadastre;cadastre
01188_4gl6pg_00102;;102;;Tang;01140;01188;Illiat;;;844373.49;6566790.39;4.871947;46.185547;;;ILLIAT;TANG;inconnue;inconnue
01188_oz3gyi_00001;;1;;Le Bourg;01140;01188;Illiat;;;845633.82;6567283.17;4.888435;46.189713;;;ILLIAT;LE BOURG;inconnue;inconnue
01188_oz3gyi_00002;;2;;Le Bourg;01140;01188;Illiat;;;845625.61;6567297.53;4.888333;46.189844;;;ILLIAT;LE BOURG;inconnue;inconnue
01188_oz3gyi_00003;;3;;Le Bourg;01140;01188;Illiat;;;845624.48;6567206.08;4.88829;46.189021;;;ILLIAT;LE BOURG;inconnue;inconnue
01188_oz3gyi_00004;;4;;Le Bourg;01140;01188;Illiat;;;845615.52;6567248.3;4.888187;46.189403;;;ILLIAT;LE BOURG;inconnue;inconnue
01188_oz3gyi_00005;;5;;Le Bourg;01140;01188;Illiat;;;845643.8;6567146.56;4.888522;46.188481;;;ILLIAT;LE BOURG;inconnue;inconnue
01188_oz3gyi_00006;;6;;Le Bourg;01140;01188;Illiat;;;845635.39;6567143.25;4.888412;46.188453;;;ILLIAT;LE BOURG;inconnue;inconnue
01188_a014_00001;01188_A014;1;;Lotissement En Bresse;01140;01188;Illiat;;;845878.57;6567342.8;4.891626;46.190197;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_a014_00002;01188_A014;2;;Lotissement En Bresse;01140;01188;Illiat;;;845932.28;6567316.54;4.892314;46.189949;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_a014_00004;01188_A014;4;;Lotissement En Bresse;01140;01188;Illiat;;;845957.9;6567313.15;4.892645;46.189913;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_a014_00005;01188_A014;5;;Lotissement En Bresse;01140;01188;Illiat;;;845959.8;6567298.09;4.892665;46.189777;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_a014_00006;01188_A014;6;;Lotissement En Bresse;01140;01188;Illiat;;;845954.66;6567290.41;4.892596;46.189709;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_a014_00007;01188_A014;7;;Lotissement En Bresse;01140;01188;Illiat;;;845934.87;6567288.83;4.892339;46.189699;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_a014_00008;01188_A014;8;;Lotissement En Bresse;01140;01188;Illiat;;;845901.38;6567314.8;4.891913;46.18994;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_a014_00010;01188_A014;10;;Lotissement En Bresse;01140;01188;Illiat;;;845834.89;6567369.08;4.891068;46.190443;;;ILLIAT;LOTISSEMENT EN BRESSE;inconnue;inconnue
01188_b040_00001;01188_B040;1;;En Bresse;01140;01188;Illiat;;;845890.27;6567355.05;4.891781;46.190305;;;ILLIAT;EN BRESSE;arcep;arcep
01188_b040_00002;01188_B040;2;;En Bresse;01140;01188;Illiat;;;845926.45;6567338.82;4.892245;46.190151;;;ILLIAT;EN BRESSE;arcep;arcep
01188_b040_00004;01188_B040;4;;En Bresse;01140;01188;Illiat;;;845996.87;6567327.9;4.893155;46.190037;;;ILLIAT;EN BRESSE;arcep;arcep
01188_b040_00005;01188_B040;5;;En Bresse;01140;01188;Illiat;;;846002.49;6567284.38;4.893214;46.189644;;;ILLIAT;EN BRESSE;arcep;arcep
01188_b040_00006;01188_B040;6;;En Bresse;01140;01188;Illiat;;;845969.6;6567268.33;4.892783;46.189507;;;ILLIAT;EN BRESSE;arcep;arcep
01188_b040_00007;01188_B040;7;;En Bresse;01140;01188;Illiat;;;845922.17;6567266.97;4.892167;46.189505;;;ILLIAT;EN BRESSE;arcep;arcep
01188_b040_00008;01188_B040;8;;En Bresse;01140;01188;Illiat;;;845889.8;6567298.26;4.891758;46.189794;;;ILLIAT;EN BRESSE;arcep;arcep
01188_b040_00010;01188_B040;10;;En Bresse;01140;01188;Illiat;;;845829.6;6567346.11;4.890992;46.190237;;;ILLIAT;EN BRESSE;arcep;arcep
01309_n5k2x2_00009;;9;;Rte du Flaconnat;01250;01309;Pouillat;;;886790.76;6583744.93;5.428381;46.327764;;;POUILLAT;RTE DU FLACONNAT;arcep;arcep
01309_n5k2x2_00027;;27;;Rte du Flaconnat;01250;01309;Pouillat;;;886777.69;6583772.77;5.428223;46.328018;;;POUILLAT;RTE DU FLACONNAT;arcep;arcep
01309_n5k2x2_00063;;63;;Rte du Flaconnat;01250;01309;Pouillat;;;886792.4;6583798.4;5.428424;46.328245;;;POUILLAT;RTE DU FLACONNAT;arcep;arcep
01309_0040_00012;01309_0040;12;;Impasse de la Condamine;01250;01309;Pouillat;;;886874.88;6583744.32;5.429474;46.327735;;;POUILLAT;IMPASSE DE LA CONDAMINE;inconnue;inconnue
01309_0040_00040;01309_0040;40;;Impasse de la Condamine;01250;01309;Pouillat;;;886880.33;6583767.15;5.429554;46.327939;;;POUILLAT;IMPASSE DE LA CONDAMINE;inconnue;inconnue
01309_0040_00046;01309_0040;46;;Impasse de la Condamine;01250;01309;Pouillat;;;886822.57;6583794.47;5.428814;46.328201;;;POUILLAT;IMPASSE DE LA CONDAMINE;arcep;inconnue
01309_0130_00018;01309_0130;18;;Route du Revermont;01250;01309;Pouillat;;;886937.96;6583757.81;5.430299;46.327839;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00022;01309_0130;22;;Route du Revermont;01250;01309;Pouillat;;;886941.02;6583766.02;5.430342;46.327912;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00040;01309_0130;40;;Route du Revermont;01250;01309;Pouillat;;;886947.01;6583781.31;5.430426;46.328048;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00056;01309_0130;56;;Route du Revermont;01250;01309;Pouillat;;;886950.49;6583790.75;5.430475;46.328132;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00059;01309_0130;59;;Route du Revermont;01250;01309;Pouillat;;;886912.76;6583742.2;5.429965;46.327706;;;POUILLAT;ROUTE DU REVERMONT;arcep;inconnue
01309_0130_00091;01309_0130;91;;Route du Revermont;01250;01309;Pouillat;;;886947.82;6583812.67;5.430449;46.32833;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00114;01309_0130;114;;Route du Revermont;01250;01309;Pouillat;;;886965.03;6583843.64;5.430685;46.328604;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00115;01309_0130;115;;Route du Revermont;01250;01309;Pouillat;;;886953.8;6583835.74;5.430536;46.328536;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00148;01309_0130;148;;Route du Revermont;01250;01309;Pouillat;;;886970.67;6583872.93;5.43077;46.328866;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00214;01309_0130;214;;Route du Revermont;01250;01309;Pouillat;;;886976.2;6583930.65;5.430865;46.329384;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0130_00238;01309_0130;238;;Route du Revermont;01250;01309;Pouillat;;;886979.24;6583952.07;5.430913;46.329576;;;POUILLAT;ROUTE DU REVERMONT;inconnue;inconnue
01309_0102_00005;01309_0102;5;;Impasse de la Mairie;01250;01309;Pouillat;;;886807.99;6583726.93;5.428598;46.327597;;;POUILLAT;IMPASSE DE LA MAIRIE;inconnue;inconnue
01309_0102_00006;01309_0102;6;;Impasse de la Mairie;01250;01309;Pouillat;;;886798.94;6583725.87;5.42848;46.32759;;;POUILLAT;IMPASSE DE LA MAIRIE;inconnue;inconnue
01309_0102_00008;01309_0102;8;;Impasse de la Mairie;01250;01309;Pouillat;;;886799.22;6583724.1;5.428483;46.327574;;;POUILLAT;IMPASSE DE LA MAIRIE;inconnue;inconnue
01309_0102_00015;01309_0102;15;;Impasse de la Mairie;01250;01309;Pouillat;;;886808.97;6583720.07;5.428608;46.327535;;;POUILLAT;IMPASSE DE LA MAIRIE;inconnue;inconnue
01309_0102_00028;01309_0102;28;;Impasse de la Mairie;01250;01309;Pouillat;;;886786.77;6583715.86;5.428318;46.327503;;;POUILLAT;IMPASSE DE LA MAIRIE;arcep;inconnue
01309_0102_00036;01309_0102;36;;Impasse de la Mairie;01250;01309;Pouillat;;;886802.67;6583699.54;5.428518;46.327352;;;POUILLAT;IMPASSE DE LA MAIRIE;inconnue;inconnue
01309_0102_00044;01309_0102;44;;Impasse de la Mairie;01250;01309;Pouillat;;;886807.43;6583694.91;5.428578;46.327309;;;POUILLAT;IMPASSE DE LA MAIRIE;inconnue;inconnue
01309_0160_00009;01309_0160;9;;Impasse Tout Terrain;01250;01309;Pouillat;;;886890.44;6583741.35;5.429675;46.327704;;;POUILLAT;IMPASSE TOUT TERRAIN;inconnue;inconnue
01309_0160_00017;01309_0160;17;;Impasse Tout Terrain;01250;01309;Pouillat;;;886891.04;6583746.93;5.429685;46.327754;;;POUILLAT;IMPASSE TOUT TERRAIN;inconnue;inconnue
01309_0050_00425;01309_0050;425;;Route de Dancia;01250;01309;Pouillat;;;886441.03;6584257.29;5.424042;46.332472;;;POUILLAT;ROUTE DE DANCIA;inconnue;inconnue
01309_0030_00423;01309_0030;423;;Route du Champ Fleuri;01250;01309;Pouillat;;;886844.61;6583322.07;5.428912;46.323943;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_00504;01309_0030;504;;Route du Champ Fleuri;01250;01309;Pouillat;;;886849.36;6583247.67;5.428944;46.323272;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_00835;01309_0030;835;;Route du Champ Fleuri;01250;01309;Pouillat;;;886989.37;6582960.66;5.430648;46.32065;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_01093;01309_0030;1093;;Route du Champ Fleuri;01250;01309;Pouillat;;;887052.92;6582711.85;5.431374;46.318393;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_01435;01309_0030;1435;;Route du Champ Fleuri;01250;01309;Pouillat;;;887109.87;6582377.62;5.43198;46.315369;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_01515;01309_0030;1515;;Route du Champ Fleuri;01250;01309;Pouillat;;;887120.58;6582299.74;5.432088;46.314665;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_01540;01309_0030;1540;;Route du Champ Fleuri;01250;01309;Pouillat;;;887113.57;6582274.74;5.431987;46.314442;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_01556;01309_0030;1556;;Route du Champ Fleuri;01250;01309;Pouillat;;;887112.37;6582258.93;5.431965;46.3143;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0030_01575;01309_0030;1575;;Route du Champ Fleuri;01250;01309;Pouillat;;;887118.42;6582239.78;5.432036;46.314126;;;POUILLAT;ROUTE DU CHAMP FLEURI;inconnue;inconnue
01309_0060_00009;01309_0060;9;;Route du Falconnat;01250;01309;Pouillat;;;886800.78;6583750.93;5.428514;46.327815;;;POUILLAT;ROUTE DU FALCONNAT;inconnue;inconnue
01309_0060_00027;01309_0060;27;;Route du Falconnat;01250;01309;Pouillat;;;886799.33;6583768.1;5.428502;46.32797;;;POUILLAT;ROUTE DU FALCONNAT;inconnue;inconnue
01309_0060_00063;01309_0060;63;;Route du Falconnat;01250;01309;Pouillat;;;886795.22;6583804.31;5.428463;46.328297;;;POUILLAT;ROUTE DU FALCONNAT;inconnue;inconnue
01309_0075_00006;01309_0075;6;;Route du Jura;01250;01309;Pouillat;;;886996.24;6583814.94;5.431079;46.328337;;;POUILLAT;ROUTE DU JURA;inconnue;inconnue
01309_0075_00032;01309_0075;32;;Route du Jura;01250;01309;Pouillat;;;887002;6583827.56;5.431159;46.328449;;;POUILLAT;ROUTE DU JURA;inconnue;inconnue
01309_0075_00264;01309_0075;264;;Route du Jura;01250;01309;Pouillat;;;887053.81;6583959.47;5.431885;46.329622;;;POUILLAT;ROUTE DU JURA;arcep;inconnue
01309_0075_00317;01309_0075;317;;Route du Jura;01250;01309;Pouillat;;;887060.32;6584023.12;5.431995;46.330193;;;POUILLAT;ROUTE DU JURA;inconnue;inconnue
01309_0020_00030;01309_0020;30;;Chemin des Bressans;01250;01309;Pouillat;;;886982.08;6584007.16;5.430972;46.330071;;;POUILLAT;CHEMIN DES BRESSANS;inconnue;inconnue
01309_0020_00049;01309_0020;49;;Chemin des Bressans;01250;01309;Pouillat;;;886982.08;6584007.16;5.430972;46.330071;;;POUILLAT;CHEMIN DES BRESSANS;inconnue;inconnue
01309_0020_00055;01309_0020;55;;Chemin des Bressans;01250;01309;Pouillat;;;886982.08;6584007.16;5.430972;46.330071;;;POUILLAT;CHEMIN DES BRESSANS;inconnue;inconnue
01309_0065_00016;01309_0065;16;;Rue de la Fontaine;01250;01309;Pouillat;;;887102.81;6582169.42;5.431805;46.313497;;;POUILLAT;RUE DE LA FONTAINE;inconnue;inconnue
01309_0065_00091;01309_0065;91;;Rue de la Fontaine;01250;01309;Pouillat;;;887039.15;6582106.27;5.430953;46.312946;;;POUILLAT;RUE DE LA FONTAINE;arcep;inconnue
01309_0065_00122;01309_0065;122;;Rue de la Fontaine;01250;01309;Pouillat;;;886929.84;6582183.64;5.429564;46.313673;;;POUILLAT;RUE DE LA FONTAINE;inconnue;inconnue
01309_0120_00022;01309_0120;22;;Chemin du Perchet;01250;01309;Pouillat;;;887074.28;6582093.32;5.431404;46.31282;;;POUILLAT;CHEMIN DU PERCHET;inconnue;inconnue
01309_0120_00083;01309_0120;83;;Chemin du Perchet;01250;01309;Pouillat;;;887094.28;6582031.49;5.431639;46.312258;;;POUILLAT;CHEMIN DU PERCHET;inconnue;inconnue
01309_0120_00160;01309_0120;160;;Chemin du Perchet;01250;01309;Pouillat;;;887089.78;6581960.03;5.431552;46.311616;;;POUILLAT;CHEMIN DU PERCHET;inconnue;inconnue
01309_0090_00010;01309_0090;10;;Chemin du Lavoir;01250;01309;Pouillat;;;886789.79;6583740.48;5.428367;46.327724;;;POUILLAT;CHEMIN DU LAVOIR;inconnue;inconnue
01309_0090_00018;01309_0090;18;;Chemin du Lavoir;01250;01309;Pouillat;;;886771.49;6583744.89;5.428131;46.327769;;;POUILLAT;CHEMIN DU LAVOIR;arcep;inconnue
01309_0100_00008;01309_0100;8;;Imp des Maires;01250;01309;Pouillat;;;886873.64;6583738.22;5.429455;46.32768;;;POUILLAT;IMP DES MAIRES;arcep;arcep
01309_0100_00015;01309_0100;15;;Imp des Maires;01250;01309;Pouillat;;;886864.31;6583748.88;5.429339;46.327779;;;POUILLAT;IMP DES MAIRES;arcep;arcep
01309_0100_00021;01309_0100;21;;Imp des Maires;01250;01309;Pouillat;;;886867.54;6583755.95;5.429383;46.327842;;;POUILLAT;IMP DES MAIRES;arcep;arcep
01439_0009_00058;01439_0009;58;;Route des Bressauts;01570;01439;Vésines;;;843402.28;6585806.52;4.865182;46.356942;;;VESINES;ROUTE DES BRESSAUTS;inconnue;inconnue
01439_0009_00059;01439_0009;59;;Route des Bressauts;01570;01439;Vésines;;;843397.78;6585798.64;4.865121;46.356872;;;VESINES;ROUTE DES BRESSAUTS;inconnue;inconnue
01439_0025_00037;01439_0025;37;;Chemin des Chaintres;01570;01439;Vésines;;;843602.27;6586072.41;4.867864;46.359293;;;VESINES;CHEMIN DES CHAINTRES;inconnue;inconnue
01439_0029_00042;01439_0029;42;;Route des Dravots;01570;01439;Vésines;;;843511.78;6585927.97;4.866643;46.358012;;;VESINES;ROUTE DES DRAVOTS;inconnue;inconnue
01439_0029_00052;01439_0029;52;;Route des Dravots;01570;01439;Vésines;;;843473.66;6585939.73;4.866151;46.358126;;;VESINES;ROUTE DES DRAVOTS;inconnue;inconnue
01439_0029_00053;01439_0029;53;;Route des Dravots;01570;01439;Vésines;;;843436.48;6585931.52;4.865665;46.35806;;;VESINES;ROUTE DES DRAVOTS;inconnue;inconnue
01439_0029_00070;01439_0029;70;;Route des Dravots;01570;01439;Vésines;;;843452.58;6585943.24;4.865878;46.358162;;;VESINES;ROUTE DES DRAVOTS;inconnue;inconnue
01439_0029_00084;01439_0029;84;;Route des Dravots;01570;01439;Vésines;;;843421.46;6585941.94;4.865473;46.358157;;;VESINES;ROUTE DES DRAVOTS;inconnue;inconnue
01439_0015_00011;01439_0015;11;;Chemin du Breuil;01570;01439;Vésines;;;843670.28;6586403.05;4.86885;46.362255;;;VESINES;CHEMIN DU BREUIL;inconnue;inconnue
01439_0065_00931;01439_0065;931;;Route du Port;01570;01439;Vésines;;;842771.9;6586415.29;4.857172;46.362556;;;VESINES;ROUTE DU PORT;inconnue;inconnue
01439_0065_00940;01439_0065;940;;Route du Port;01570;01439;Vésines;;;842755.09;6586426.78;4.856957;46.362663;;;VESINES;ROUTE DU PORT;inconnue;inconnue
01439_0079_00021;01439_0079;21;;Route des Thenards;01570;01439;Vésines;;;843528.51;6586072.67;4.866905;46.359311;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00034;01439_0079;34;;Route des Thenards;01570;01439;Vésines;;;843531.93;6586080.86;4.866952;46.359384;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00075;01439_0079;75;;Route des Thenards;01570;01439;Vésines;;;843427.03;6586119.7;4.8656;46.359756;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00108;01439_0079;108;;Route des Thenards;01570;01439;Vésines;;;843432.16;6586127.15;4.865669;46.359822;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00157;01439_0079;157;;Route des Thenards;01570;01439;Vésines;;;843433.86;6586162.63;4.865702;46.360141;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00164;01439_0079;164;;Route des Thenards;01570;01439;Vésines;;;843432.22;6586131.04;4.865671;46.359857;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00182;01439_0079;182;;Route des Thenards;01570;01439;Vésines;;;843443.39;6586162.85;4.865826;46.360141;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00206;01439_0079;206;;Route des Thenards;01570;01439;Vésines;;;843454.99;6586202.56;4.865989;46.360496;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00220;01439_0079;220;;Route des Thenards;01570;01439;Vésines;;;843457.4;6586211.17;4.866023;46.360573;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0079_00272;01439_0079;272;;Route des Thenards;01570;01439;Vésines;;;843513.07;6586410.22;4.866808;46.362353;;;VESINES;ROUTE DES THENARDS;inconnue;inconnue
01439_0040_00001;01439_0040;1;;Place de la Mairie;01570;01439;Vésines;;;843533.72;6586070.35;4.866972;46.359289;;;VESINES;PLACE DE LA MAIRIE;inconnue;inconnue
01439_0007_00026;01439_0007;26;;Route du Bourg;01570;01439;Vésines;;;843489.09;6585840.35;4.866321;46.357228;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00053;01439_0007;53;;Route du Bourg;01570;01439;Vésines;;;843479.83;6585841.35;4.866201;46.357239;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00103;01439_0007;103;;Route du Bourg;01570;01439;Vésines;;;843507.38;6585902.76;4.866578;46.357786;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00139;01439_0007;139;;Route du Bourg;01570;01439;Vésines;;;843518.77;6585934.91;4.866736;46.358073;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00140;01439_0007;140;;Route du Bourg;01570;01439;Vésines;;;843531.92;6585944.78;4.86691;46.358159;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00177;01439_0007;177;;Route du Bourg;01570;01439;Vésines;;;843524.48;6585950.38;4.866815;46.358211;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00251;01439_0007;251;;Route du Bourg;01570;01439;Vésines;;;843524.29;6586029.8;4.866837;46.358926;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00262;01439_0007;262;;Route du Bourg;01570;01439;Vésines;;;843530.59;6586020.51;4.866916;46.358841;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00264;01439_0007;264;;Route du Bourg;01570;01439;Vésines;;;843539.91;6586049.28;4.867046;46.359098;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00310;01439_0007;310;;Route du Bourg;01570;01439;Vésines;;;843553.96;6586082.6;4.867239;46.359395;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00314;01439_0007;314;;Route du Bourg;01570;01439;Vésines;;;843554.48;6586083.61;4.867246;46.359404;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00330;01439_0007;330;;Route du Bourg;01570;01439;Vésines;;;843562.68;6586101.02;4.867358;46.359559;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00335;01439_0007;335;;Route du Bourg;01570;01439;Vésines;;;843553.78;6586103.15;4.867243;46.35958;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00350;01439_0007;350;;Route du Bourg;01570;01439;Vésines;;;843569.49;6586115.51;4.867451;46.359688;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00388;01439_0007;388;;Route du Bourg;01570;01439;Vésines;;;843586.27;6586150.68;4.86768;46.360001;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00406;01439_0007;406;;Route du Bourg;01570;01439;Vésines;;;843599.58;6586176.32;4.867861;46.360229;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00426;01439_0007;426;;Route du Bourg;01570;01439;Vésines;;;843602.67;6586182.28;4.867903;46.360282;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00434;01439_0007;434;;Route du Bourg;01570;01439;Vésines;;;843610.18;6586196.68;4.868005;46.36041;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00439;01439_0007;439;;Route du Bourg;01570;01439;Vésines;;;843597.83;6586191.94;4.867843;46.36037;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00478;01439_0007;478;;Route du Bourg;01570;01439;Vésines;;;843626.03;6586235.38;4.868223;46.360755;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00510;01439_0007;510;;Route du Bourg;01570;01439;Vésines;;;843634.92;6586255.92;4.868345;46.360938;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00571;01439_0007;571;;Route du Bourg;01570;01439;Vésines;;;843640.17;6586317.03;4.868432;46.361487;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00579;01439_0007;579;;Route du Bourg;01570;01439;Vésines;;;843642.83;6586340.86;4.868474;46.361701;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00600;01439_0007;600;;Route du Bourg;01570;01439;Vésines;;;843651.95;6586342.3;4.868593;46.361712;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00605;01439_0007;605;;Route du Bourg;01570;01439;Vésines;;;843644.26;6586358.45;4.868498;46.361859;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00615;01439_0007;615;;Route du Bourg;01570;01439;Vésines;;;843633.41;6586394.74;4.868368;46.362188;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00624;01439_0007;624;;Route du Bourg;01570;01439;Vésines;;;843653.71;6586384.78;4.868629;46.362094;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00644;01439_0007;644;;Route du Bourg;01570;01439;Vésines;;;843644.69;6586402.23;4.868517;46.362253;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00744;01439_0007;744;;Route du Bourg;01570;01439;Vésines;;;843623.57;6586462.6;4.868261;46.362801;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01439_0007_00026_a;01439_0007;26;a;Route du Bourg;01570;01439;Vésines;;;843474.01;6585807.78;4.866115;46.356938;;;VESINES;ROUTE DU BOURG;inconnue;inconnue
01456_0050_00073;01456_0050;73;;Chemin de la Grande Vie;01350;01456;Vongnes;;;911760.4;6527592.91;5.727549;45.815051;;;VONGNES;CHEMIN DE LA GRANDE VIE;inconnue;inconnue
01456_0050_00172;01456_0050;172;;Chemin de la Grande Vie;01350;01456;Vongnes;;;911810.4;6527557.97;5.728177;45.814721;;;VONGNES;CHEMIN DE LA GRANDE VIE;inconnue;inconnue
01456_0050_00203;01456_0050;203;;Chemin de la Grande Vie;01350;01456;Vongnes;;;911911.11;6527598.12;5.729491;45.815051;;;VONGNES;CHEMIN DE LA GRANDE VIE;inconnue;inconnue
01456_0090_00009;01456_0090;9;;Rue de la Vigne du Bois;01350;01456;Vongnes;;;911669.14;6527627.76;5.72639;45.815393;;;VONGNES;RUE DE LA VIGNE DU BOIS;inconnue;inconnue
01456_0090_00011;01456_0090;11;;Rue de la Vigne du Bois;01350;01456;Vongnes;;;911642.92;6527617.41;5.726048;45.815308;;;VONGNES;RUE DE LA VIGNE DU BOIS;inconnue;inconnue
